Date,Close/Last,Volume,Open,High,Low
08/03/2018,$348.44,2284611,$349.5,$350.99,$345.67
08/02/2018,$349.73,2650875,$348.62,$350.73,$346.03
08/01/2018,$352.76,2717745,$354.09,$357.9103,$350.5
07/31/2018,$356.3,2724598,$354.38,$359.0225,$354.06
07/30/2018,$351.06,3078297,$361.99,$362.45,$350.47
07/27/2018,$360.65,2914579,$361.06,$364.54,$359.474
07/26/2018,$359.32,3189749,$355.38,$360.2,$355.27
07/25/2018,$355.92,7371575,$351.52,$356.3,$345.5
07/24/2018,$358.27,3164654,$356.75,$359.47,$354.64
07/23/2018,$353.27,1938806,$355,$355,$352.39
07/20/2018,$354.9,1815488,$353.04,$356.99,$353
07/19/2018,$355.33,2710215,$357.69,$359.39,$355.26
07/18/2018,$360.23,3087500,$359,$361.86,$354.2638
07/17/2018,$356.88,2728047,$357.61,$359,$355.04
07/16/2018,$356.1,2864623,$353.97,$356.34,$352.35
07/13/2018,$350.79,2264532,$347,$351.24,$346.2
07/12/2018,$346.03,2028855,$345.28,$346.6,$342.7374
07/11/2018,$340.6,3053466,$341.73,$344.39,$339.19
07/10/2018,$347.16,3263095,$342.78,$348,$342.78
07/09/2018,$341.92,3123019,$337.5,$343.04,$336.51
07/06/2018,$334.64,2105051,$332.84,$336.1,$330.45
07/05/2018,$333.18,2387469,$336.15,$337.28,$329.1
07/03/2018,$332.93,1464360,$338.18,$339.6888,$332
07/02/2018,$336.08,2820385,$330.69,$336.325,$329.32
06/29/2018,$335.51,3107267,$337.19,$340,$335.36
06/28/2018,$334.65,3345602,$330,$337.54,$327.29
06/27/2018,$329.82,4498043,$334.85,$341.42,$329.76
06/26/2018,$331.3,3110685,$332.39,$334.4,$330.48
06/25/2018,$331.2,5003821,$332.52,$333.85,$327.6
06/22/2018,$338.91,3282502,$340.43,$340.94,$336.6
06/21/2018,$337.66,3964530,$341.15,$341.15,$336.1952
06/20/2018,$342.69,4536269,$346,$346.98,$340.46
06/19/2018,$341.12,6835304,$347.17,$347.17,$338.5732
06/18/2018,$354.74,3346862,$353.19,$357.645,$352.37
06/15/2018,$357.88,9930993,$358.15,$361.66,$353.47
06/14/2018,$362.42,4032155,$366.15,$367.64,$358.827
06/13/2018,$363.85,3756729,$370.67,$371,$363.29
06/12/2018,$370.62,2433823,$371.24,$372.725,$367.99
06/11/2018,$370.94,2466870,$371,$373.3299,$368.8
06/08/2018,$369.5,3261688,$368.14,$371.42,$365.46
06/07/2018,$368.53,4371967,$372,$374.48,$366.05
06/06/2018,$371.56,4484638,$362.46,$371.6,$360.99
06/05/2018,$360.1,2566205,$360.5,$363.37,$358.85
06/04/2018,$360.73,2948178,$358.97,$363.3855,$358.85
06/01/2018,$356.72,2657040,$355.79,$358.15,$354.46
05/31/2018,$352.16,4403430,$356.83,$356.83,$351.62
05/30/2018,$358.19,2815541,$355.65,$358.92,$354.1025
05/29/2018,$352.48,4245490,$357.71,$360.97,$350.66
05/25/2018,$360.09,2462635,$358.12,$360.6,$357.05
05/24/2018,$359,3931000,$358.45,$360.66,$354.37
05/23/2018,$359.21,4495888,$352.28,$359.6,$351.62
05/22/2018,$355.02,5385737,$364,$364.85,$354.52
05/21/2018,$363.92,6779095,$358.46,$365,$358.45
05/18/2018,$351.23,4325050,$345.6,$352.05,$345.19
05/17/2018,$344.14,2465663,$340.47,$344.77,$340.25
05/16/2018,$340.97,2229185,$342,$343.56,$340.3
05/15/2018,$342.12,3007900,$343,$343.85,$340.2647
05/14/2018,$344.59,2519804,$344,$347.74,$343.89
05/11/2018,$342.46,2330466,$343.77,$345.415,$341.0515
