"Territorial emissions in MtCO₂"
;Afghanistan;Albania;Algeria;Andorra;Angola;Anguilla;"Antigua and Barbuda";Argentina;Armenia;Aruba;Australia;Austria;Azerbaijan;Bahamas;Bahrain;Bangladesh;Barbados;Belarus;Belgium;Belize;Benin;Bermuda;Bhutan;Bolivia;"Bonaire, Saint Eustatius and Saba";"Bosnia and Herzegovina";Botswana;Brazil;"British Virgin Islands";"Brunei Darussalam";Bulgaria;"Burkina Faso";Burundi;Cambodia;Cameroon;Canada;"Cape Verde";"Cayman Islands";"Central African Republic";Chad;Chile;China;Colombia;Comoros;Congo;"Cook Islands";"Costa Rica";"Côte d'Ivoire";Croatia;Cuba;Curaçao;Cyprus;"Czech Republic";"Democratic Republic of the Congo";Denmark;Djibouti;Dominica;"Dominican Republic";Ecuador;Egypt;"El Salvador";"Equatorial Guinea";Eritrea;Estonia;Ethiopia;"Faeroe Islands";"Falkland Islands (Malvinas)";Fiji;Finland;France;"French Guiana";"French Polynesia";Gabon;Gambia;Georgia;Germany;Ghana;Gibraltar;Greece;Greenland;Grenada;Guadeloupe;Guatemala;Guinea;Guinea-Bissau;Guyana;Haiti;Honduras;"Hong Kong";Hungary;Iceland;India;Indonesia;Iran;Iraq;Ireland;Israel;Italy;Jamaica;Japan;Jordan;Kazakhstan;Kenya;Kiribati;Kosovo;Kuwait;Kyrgyzstan;Laos;Latvia;Lebanon;Lesotho;Liberia;Libya;Liechtenstein;Lithuania;Luxembourg;Macao;Madagascar;Malawi;Malaysia;Maldives;Mali;Malta;"Marshall Islands";Martinique;Mauritania;Mauritius;Mexico;"Micronesia (Federated States of)";Moldova;Mongolia;Montenegro;Montserrat;Morocco;Mozambique;Myanmar;Namibia;Nauru;Nepal;Netherlands;"New Caledonia";"New Zealand";Nicaragua;Niger;Nigeria;Niue;"North Korea";"North Macedonia";Norway;"Occupied Palestinian Territory";Oman;Pakistan;Palau;Panama;"Papua New Guinea";Paraguay;Peru;Philippines;Poland;Portugal;Qatar;"Republic of South Sudan";Réunion;Romania;"Russian Federation";Rwanda;"Saint Helena";"Saint Kitts and Nevis";"Saint Lucia";"Saint Pierre and Miquelon";"Saint Vincent and the Grenadines";Samoa;"Sao Tome and Principe";"Saudi Arabia";Senegal;Serbia;Seychelles;"Sierra Leone";Singapore;Slovakia;Slovenia;"Solomon Islands";Somalia;"South Africa";"South Korea";Spain;"Sri Lanka";Sudan;Suriname;Swaziland;Sweden;Switzerland;Syria;Taiwan;Tajikistan;Tanzania;Thailand;Timor-Leste;Togo;Tonga;"Trinidad and Tobago";Tunisia;Turkey;Turkmenistan;"Turks and Caicos Islands";Tuvalu;Uganda;Ukraine;"United Arab Emirates";"United Kingdom";"United States of America";Uruguay;Uzbekistan;Vanuatu;Venezuela;Vietnam;"Wallis and Futuna Islands";"Western Sahara";Yemen;Zambia;Zimbabwe
1972;1.5304;5.6389;28.3226;;4.5005;;0.37373;90.0668;13.2715;0.78378;157.3355;56.0714;37.9967;6.4813;3.6787;3.5059;0.50197;83.0662;130.6378;0.15755;0.38838;0.25282;0.003664;3.5681;0.59636;10.7535;0.021984;114.0143;0.021984;9.4531;66.0789;0.16122;0.07328;0.11704;0.86036;380.7866;0.051266;;0.16854;0.12091;28.1373;928.894;31.4252;0.029312;0.66318;0.010992;1.7613;2.7114;11.6263;20.7763;11.3309;2.4059;163.5033;3.0172;59.5939;0.19053;0.025648;4.6689;4.589;25.475;1.6772;0.087936;;23.8006;1.4062;0.2345;;0.57856;44.1061;481.588;;0.21618;2.737;0.065952;20.2294;1041.4795;2.4202;;31.4773;0.55326;0.047632;;2.7066;0.83173;0.065952;1.5609;0.39172;1.5344;9.2756;69.3544;1.4826;203.2881;43.3063;106.0152;29.5205;22.0363;16.8909;328.2375;6.2824;852.1705;1.9136;166.9406;3.8659;0.025648;;27.6119;15.4042;0.48731;12.2564;5.6534;;1.5055;15.22;;22.9396;13.4948;0.23083;1.2858;0.54564;17.9006;0.003664;0.24549;0.83906;;;0.44701;0.68883;132.2791;;19.9;3.2759;1.0612;0.014656;8.0361;3.2957;4.8943;;0.076944;0.26747;157.4954;1.7038;16.1896;1.6044;0.2527;41.3876;0.003664;89.5049;7.8592;29.3954;;2.0885;18.903;;2.7982;1.2677;0.71379;18.1522;26.4094;329.5064;18.3073;10.7754;0.44762;;132.2542;1610.796;0.065952;;;0.076944;0.069616;0.03664;0.03664;0.010992;70.2817;1.4532;31.2687;0.043968;0.67784;22.2181;52.2334;8.8601;0.05496;0.2345;171.5569;60.2773;144.7162;3.5379;4.927;1.7438;0.38106;84.7034;42.9158;7.7563;35.8725;7.4003;2.1645;21.8055;;0.40486;0.021984;8.2355;4.7314;53.7219;30.1513;;;1.3784;486.3162;23.4349;648.0264;4558.4526;6.0694;80.8919;0.062288;62.5141;23.0372;;;1.4949;4.0614;8.2158
1973;1.6356;5.2872;38.2774;;4.8737;;0.32976;93.9761;13.8367;0.86946;170.8274;60.0158;39.6063;7.8627;5.518;4.5497;0.47998;86.5711;138.6394;0.14656;0.38106;0.42502;0.003664;3.4545;0.66155;12.8453;0.051296;132.0196;0.025648;9.9734;68.7173;0.16854;0.07328;0.12791;0.89691;381.2647;0.062229;;0.16122;0.16122;27.586;965.6466;33.6308;0.029312;1.2201;0.010992;2.0434;2.8762;13.9033;22.3737;12.5695;2.5035;164.1514;3.1892;59.2218;0.17954;0.025648;5.959;5.2559;23.7611;1.9666;0.029312;;24.7993;1.7509;0.25282;;0.62985;49.3202;517.5423;;0.20885;5.3091;0.062288;21.0876;1085.7363;2.4714;;37.1311;0.55693;0.05496;;2.9336;0.80242;0.10992;1.8027;0.42091;1.5086;9.2865;72.9817;1.7497;209.3536;49.0981;129.4753;30.6127;22.8462;19.2611;353.3492;8.2904;914.2657;2.1996;173.9172;3.9136;0.03664;;24.2227;16.0581;0.51662;12.7799;7.0667;;1.4799;14.5751;;23.9401;14.1782;0.2235;1.0733;0.57123;17.5051;0.003664;0.26729;0.80608;;;0.46899;0.67784;144.0717;;20.742;3.4721;1.2677;0.014656;9.6259;3.5589;4.1066;;0.084272;0.42136;165.2599;2.5976;18.2004;1.8276;0.32946;49.5323;0.003664;97.3253;9.3885;30.4923;;2.1105;20.0085;;3.2372;1.3447;0.86747;19.7321;31.5013;335.59;19.9451;12.4572;0.45158;;144.765;1678.9147;0.069616;;;0.080608;0.040304;0.040304;0.03664;0.014656;95.0535;1.5487;37.342;0.047632;0.53861;21.1994;52.4515;10.5855;0.065952;0.26381;173.3578;73.0319;154.9572;3.6843;4.9705;2.1066;0.37006;87.2898;46.2024;7.8852;40.2464;7.7143;3.1827;24.4202;;0.41151;0.025648;9.3898;4.8234;59.31;31.4303;;;1.1764;506.814;30.6054;659.5773;4762.4522;5.7687;84.2586;0.05496;66.4329;25.0733;;;2.7296;4.5857;9.2709
1974;1.9133;4.3418;31.8767;;4.8664;;0.42869;95.4806;14.3684;0.78808;172.1894;57.2945;41.1199;7.3798;5.4007;4.6531;0.49098;89.8653;134.9504;0.15389;0.4067;0.44334;0.003664;3.5129;0.59963;12.9007;0.087936;142.9273;0.025648;8.178;71.1365;0.20518;0.0916;0.073072;0.97376;389.6052;0.065952;;0.11358;0.15022;25.8746;985.0852;36.3944;0.029312;1.6232;0.010992;1.9041;3.2426;13.9584;22.8853;11.393;1.9287;166.0289;3.3647;55.0415;0.19419;0.029312;6.4096;6.0836;26.0891;1.97;0.051296;;25.7348;1.7363;0.30045;;0.67019;46.6085;499.9684;;0.21618;5.4484;0.062288;21.8949;1062.7243;2.9328;;36.0617;0.55693;0.03664;;3.0655;0.83906;0.10259;1.5535;0.47209;1.5563;10.6673;74.0102;1.738;216.1265;51.2265;143.7754;30.9095;23.293;19.3689;358.2531;7.5944;914.3068;2.2253;180.4566;4.943;0.032976;;19.312;16.6732;0.29312;13.2727;7.0879;;1.7217;9.3376;;24.8847;14.4279;0.26747;1.1869;0.54924;19.0446;0.003664;0.30393;0.74379;;;0.48365;0.6925;154.7465;;21.5335;3.7408;1.2733;0.014656;11.1195;3.1455;4.6709;;0.098928;0.42488;159.9852;2.7807;18.76;1.9483;0.28937;62.2355;0.003664;101.6115;9.4296;27.7057;;2.334;21.3874;;3.0175;1.5865;0.95111;21.3351;30.4923;346.2366;20.645;10.4785;0.47294;;150.7203;1742.9339;0.07328;;;0.07328;0.043968;0.032976;0.032976;0.01832;98.7018;1.849;37.4943;0.05496;0.52029;21.9468;53.0645;10.6234;0.065952;0.32976;176.5523;75.6331;172.6656;2.9293;5.2053;1.601;0.31144;79.8231;41.4268;9.6544;39.3118;8.0097;2.3035;24.2105;;0.39027;0.021984;10.042;5.3912;60.9287;32.6331;;;1.1897;526.0687;31.3016;617.1839;4592.9583;5.677;87.4163;0.062288;75.0576;19.0646;;;2.2458;4.1972;9.047
1975;2.1216;4.591;32.0012;;4.4088;;0.70715;94.8458;15.1083;0.57071;175.7139;54.2141;43.2284;8.2461;5.7488;4.8567;0.56792;94.4578;121.8234;0.17587;0.44334;0.458;0.003664;4.055;0.43424;13.4603;0.18686;150.5137;0.025648;7.0752;72.9222;0.21984;0.076944;0.073072;1.1605;396.7727;0.076944;;0.10259;0.1832;22.9437;1142.1019;35.809;0.032976;1.0992;0.014656;2.0358;3.9864;14.5586;27.0356;8.2506;1.9906;173.7007;3.2328;55.7446;0.19786;0.029312;6.3327;7.3549;31.0599;2.1055;0.062288;;27.0513;1.2085;0.34808;;0.62258;46.0258;447.7482;;0.21251;5.3641;0.098928;23.019;1002.4439;2.7416;;38.6696;0.50563;0.047632;;3.5195;0.84272;0.11358;1.8247;0.48302;1.6659;11.008;75.2883;1.6129;234.5119;53.9325;139.214;33.1203;22.0474;19.5404;341.0526;8.1808;868.5114;2.4892;189.5953;4.9684;0.032976;;16.8129;17.5295;0.25282;13.9581;6.2651;;1.4836;11.5684;;26.1931;11.8685;0.29678;1.6925;0.5785;19.4451;0.007328;0.34054;0.66685;;;0.5093;0.5899;164.1654;;22.6364;4.0546;1.3286;0.010992;11.0933;2.8824;4.5829;;0.10259;0.35171;152.5255;2.5279;18.2704;1.9266;0.33336;47.3517;0.003664;107.6238;9.8392;30.6358;;7.2511;23.1878;;3.6592;1.5316;0.8366;21.9397;32.4824;374.7801;21.2753;10.9474;0.35272;;162.0064;1832.1552;0.17587;;;0.076944;0.032976;0.032976;0.058624;0.01832;83.2608;2.578;39.1106;0.058624;0.52395;24.5178;55.5274;11.0765;0.058624;0.50197;185.011;81.784;181.0534;2.893;3.8822;2.0187;0.33709;80.7605;39.0511;11.1712;43.4569;8.421;2.2816;24.3715;;0.31144;0.032976;9.6133;5.5411;65.4194;34.3083;;;1.1286;552.9187;31.0451;603.2474;4400.795;5.9624;91.8339;0.05496;63.7504;21.7797;;;2.1689;4.0762;8.3109
1976;1.9812;4.9464;39.1311;;3.28;;0.40304;99.6995;15.6931;1.2191;174.0747;58.2043;44.8933;6.4574;6.5696;5.5558;0.53128;98.081;129.6781;0.17587;0.26014;0.46899;0.003664;4.5748;0.92761;13.8918;0.59357;154.3981;0.025648;6.02;72.9648;0.20885;0.087936;0.072774;1.089;398.946;0.07328;;0.12824;0.1832;24.0254;1190.9645;37.9797;0.040304;1.2348;0.014656;2.0819;3.9608;15.0228;27.181;17.6246;2.4873;180.4472;3.4049;60.1023;0.19786;0.029312;6.3224;8.1006;34.4504;2.2067;0.062288;;28.1006;1.1747;0.32976;;0.483;51.1986;506.6147;;0.26381;5.7038;0.098928;23.9033;1090.8365;2.4266;;42.6554;0.21984;0.047632;;3.3049;0.88669;0.095264;1.7514;0.67218;1.7749;12.4904;79.8971;1.7007;245.0663;61.7883;156.4591;48.7355;22.293;19.4967;365.7957;7.276;907.1454;2.9446;196.7938;4.5962;0.032976;;18.4562;18.2032;0.2235;14.5001;5.924;;1.4756;17.8879;;27.2308;11.8666;0.25282;0.99223;0.58173;23.8976;0.010992;0.34026;0.76211;;;0.51662;0.61922;183.7738;;23.507;4.39;1.3713;0.010992;11.5279;2.5554;4.8928;;0.10259;0.28184;169.1309;2.3884;19.2486;2.2222;0.33307;55.1896;0.003664;110.0309;10.1554;33.3869;;8.3209;22.7885;;3.6067;1.5719;1.0301;22.4103;35.0662;398.1187;22.3258;10.3749;0.31245;;174.472;1902.632;0.26747;;;0.084272;0.047632;0.032976;0.047632;0.029312;101.4595;1.7697;40.3541;0.080608;0.45067;29.9985;57.6949;11.4233;0.062288;0.47998;192.9166;93.2708;197.7457;2.7988;3.4383;1.9965;0.33342;88.2412;40.4371;13.7371;56.0537;8.7449;2.786;28.7162;;0.32243;0.029312;15.9108;5.8414;73.3595;35.621;;;0.98537;574.0917;39.617;598.5263;4607.1682;5.8871;95.3138;0.043968;57.2734;13.9049;;;2.5643;4.0194;10.8549
1977;2.3845;5.7158;41.8449;;3.5275;;0.46533;100.7063;16.2301;0.63676;187.6049;55.9943;46.4212;9.7087;7.4636;5.7847;0.5899;101.4044;126.2;0.19786;0.29678;0.45434;0.007328;4.4749;0.4845;13.5081;0.78043;162.0783;0.029312;6.39;75.7959;0.24915;0.098928;0.072476;1.559;407.7714;0.080608;;0.12824;0.19786;23.0122;1304.4028;39.241;0.040304;0.47998;0.029312;2.6074;4.0524;14.6031;29.345;9.2054;2.6989;185.8315;3.477;61.8174;0.19786;0.025648;5.5989;7.4722;37.8151;2.2817;0.062288;;29.0582;1.0468;0.4067;;0.76463;50.1371;481.9079;;0.2748;6.3065;0.11358;24.7145;1052.6041;2.9915;;46.6569;0.72181;0.047632;;3.8045;0.90134;0.10259;1.898;0.70414;1.9974;14.2039;83.075;1.9019;259.2948;82.4164;163.7319;43.6295;23.5683;19.7658;354.4179;7.441;933.2387;3.1539;203.3784;5.0352;0.021984;;17.2014;18.8215;0.23083;14.9981;5.3855;;1.4714;20.0517;;28.1871;10.9594;0.30778;0.8456;0.63608;22.6207;0.014656;0.41347;0.80242;;;0.55693;0.6412;192.4362;;24.3057;4.9607;1.3335;0.025648;12.6796;2.7064;5.1657;;0.11358;0.3364;163.6058;2.139;20.3135;2.8331;0.36584;50.5046;0.003664;113.6652;9.8759;33.3821;;8.5005;24.3199;;3.4554;1.5792;1.1533;23.3028;36.6761;417.955;22.6051;9.916;0.31672;;178.0767;1967.2754;0.26747;;;0.069616;0.03664;0.032976;0.080608;0.029312;118.0703;2.2373;39.2283;0.084272;0.51296;28.2649;59.4281;11.0963;0.080608;0.79875;199.7472;105.6916;194.8288;2.911;3.4844;1.8975;0.34075;85.7408;41.0377;14.6324;61.0163;9.0421;2.0076;32.0649;;0.46166;0.029312;16.1593;6.7487;81.1208;36.8252;;;0.80195;593.5025;38.7513;604.3621;4735.3663;5.6396;98.499;0.051296;63.6501;15.251;;;2.978;3.7349;9.2844
1978;2.1536;6.4889;62.4553;;5.3998;;0.49098;102.5561;16.7895;0.54229;201.8202;57.2272;48.0155;6.597;7.7604;5.9844;0.63021;104.8783;135.451;0.21618;0.36274;0.42502;0.010992;5.0201;0.41262;15.0941;0.83173;175.9315;0.029312;9.5337;81.2071;0.34808;0.10259;0.051139;1.9932;415.5054;0.20854;;0.14656;0.19419;22.8364;1455.2575;41.5342;0.029312;0.32243;0.029312;2.912;4.8145;16.324;30.6191;7.8397;2.8445;187.4934;3.526;61.0958;0.20152;0.025648;5.4303;10.4064;39.261;2.3814;0.069616;;30.0475;1.3685;0.39938;;0.70908;51.8252;506.7407;;0.31144;7.5549;0.13923;25.561;1079.1272;2.9574;;47.6778;0.39205;0.051296;;4.1171;0.90134;0.10259;2.0555;0.75064;2.0437;15.7141;88.0461;1.9201;263.4773;93.9382;162.1039;42.1931;23.5791;21.0316;371.2742;9.112;901.5914;3.6273;210.2611;5.2968;0.021984;;20.9716;19.4664;0.23083;15.5166;5.4959;;1.5032;21.1554;;29.1725;11.8874;0.41403;1.0172;0.66836;23.2603;0.021984;0.39495;0.93432;;;0.58258;0.63021;222.1673;;25.1397;5.7638;1.4902;0.025648;13.0535;2.8658;5.1461;;0.11358;0.32898;169.7932;1.5413;18.0241;2.6275;0.41678;48.2229;0.003664;108.2129;11.0362;32.7134;;7.7897;26.0506;;2.8346;1.6744;1.4539;22.4169;37.3802;430.8701;22.5849;10.519;0.28621;;193.5394;2034.8065;0.28946;;;0.098928;0.032976;0.03664;0.10626;0.032976;115.0243;2.6196;43.8209;0.076944;0.71082;33.1082;59.9753;12.3979;0.062288;0.55693;201.8908;113.4017;199.5135;3.4355;3.1468;2.3919;0.43968;79.4769;42.1698;15.1814;70.8362;9.3523;2.1973;34.947;;0.35541;0.03664;15.3119;7.4779;76.714;38.082;;;0.69515;613.7679;44.7536;604.714;4882.964;5.7293;101.8351;0.058624;68.5914;15.389;;;3.1021;3.4709;9.2797
1979;2.2332;7.5808;45.5456;;5.4892;;0.4067;110.6168;16.9305;0.56887;204.8696;61.3221;48.4129;6.9157;8.1268;6.6126;0.6009;105.7357;139.7873;0.20885;0.3664;0.46166;0.021984;4.7301;0.43284;16.4168;0.94165;187.1551;0.029312;7.4343;78.9279;0.4067;0.10992;0.029312;1.8153;441.6469;0.24915;;0.10259;0.20152;24.7224;1487.1131;44.2669;0.021984;0.34808;0.025648;2.781;5.4191;17.7589;31.6321;8.224;3.0448;182.5758;3.7401;62.9776;0.36274;0.032976;6.7856;12.1405;42.8895;2.3767;0.062288;;30.3051;1.8441;0.47998;;0.83646;54.2372;530.2807;;0.28213;6.7468;0.14656;25.7704;1117.8821;2.6492;;50.8183;0.57158;0.047632;;4.678;0.94531;0.10992;1.5206;0.7499;1.9262;15.8376;86.0818;1.9822;276.6237;95.1371;163.6733;52.8231;27.402;20.8643;385.2559;8.5296;953.0729;3.7769;211.9163;5.0119;0.025648;;17.6277;19.626;0.2235;15.6484;5.7852;;1.9419;25.9264;;29.4354;12.1698;0.41403;1.1302;0.63484;27.3058;0.029312;0.42791;0.90501;;;0.60456;0.65952;240.3207;;25.3468;6.2773;1.6209;0.025648;15.9312;2.6346;5.086;;0.11358;0.51236;187.0072;1.6399;16.4945;1.7093;0.47901;70.1856;0.003664;110.263;12.0041;34.738;;7.7164;28.1345;;3.1808;1.7954;1.3257;22.2186;38.031;441.3086;24.8557;14.3424;0.29719;;195.6764;2051.6149;0.29678;;;0.15022;0.03664;0.029312;0.095264;0.032976;138.0043;2.8881;47.6476;0.12091;0.67784;36.0573;58.4188;13.4827;0.10992;0.48731;218.6841;133.2189;202.7462;3.809;3.2669;2.2928;0.44701;84.8691;39.8645;22.4846;75.4992;9.4292;2.0628;36.5865;;1.3813;0.040304;16.7071;8.7503;75.038;38.3901;;;0.67086;618.7449;36.5465;644.5133;4894.0429;6.2624;102.6365;0.062288;76.4474;16.2484;;;3.2185;3.5965;9.4317
1980;1.7565;5.1662;66.4165;;5.3344;;0.1429;108.6569;17.5998;0.58543;220.531;52.0257;50.3189;7.9721;7.8813;7.5972;0.67418;109.884;134.8366;0.19053;0.50746;0.43602;0.021984;4.659;0.44544;16.1415;0.98562;185.7584;0.029312;6.8773;77.2506;0.43235;0.14656;0.28579;3.8859;442.8172;0.12091;;0.10626;0.20885;25.0905;1458.8867;44.1742;0.047632;0.40553;0.029312;2.4485;5.5693;17.4567;31.3043;8.4635;3.2599;184.6904;3.485;60.3479;0.34808;0.03664;6.427;13.4072;45.176;2.1194;0.058624;;31.514;1.8175;0.42136;;0.79242;58.1395;506.255;;0.29312;6.6247;0.15755;26.7828;1100.0594;2.5481;;50.8883;0.56426;0.047632;;4.4926;0.96363;0.14656;1.788;0.74507;2.0443;16.6002;86.709;1.8609;292.0814;94.873;120.5645;45.3582;26.2708;20.9845;386.4334;8.4454;944.8703;4.6958;220.1724;6.1515;0.029312;;24.6162;20.397;0.18686;16.2685;5.8898;;2.0376;26.7806;;30.6223;11.0821;0.52762;1.6139;0.708;28.0324;0.043968;0.39134;1.0223;;;0.63021;0.5899;267.8175;;26.3434;6.8552;1.5939;0.014656;15.9152;3.1985;5.5088;;0.12458;0.5413;176.6319;1.9986;17.479;2.0223;0.57017;68.0352;0.003664;114.0822;11.8039;31.8978;;6.0419;31.9316;;3.1076;1.8283;1.4858;24.0627;36.8686;463.3291;26.7737;13.0817;0.31184;;196.199;2132.3011;0.49464;;;0.11358;0.03664;0.03664;0.098928;0.040304;169.2398;3.3364;46.833;0.095264;0.60822;31.3433;59.1112;13.2445;0.10259;0.81341;228.2175;134.8886;213.9115;3.3886;3.427;2.3694;0.46533;71.7142;40.49;20.7267;83.1194;9.8;1.8736;39.9562;;0.7933;0.040304;16.9194;9.4653;75.2124;39.8942;;;0.62602;642.992;36.8234;579.036;4716.7164;5.8185;106.6222;0.062288;90.6406;16.7857;;;3.3135;3.5233;9.614
1981;1.9787;7.3353;46.342;;5.2668;;0.10626;101.9693;17.2694;0.55762;230.1326;55.8338;49.366;2.7984;8.5188;7.8861;0.68517;107.786;123.5745;0.1832;0.41765;0.38838;0.025648;4.781;0.42429;17.5672;1.0076;170.4679;0.043968;1.4693;80.0868;0.55693;0.15755;0.30045;5.3191;429.5982;0.032976;;0.13557;0.20885;24.335;1442.7823;44.2603;0.047632;0.47072;0.065952;2.2362;3.8655;18.9747;32.6273;8.0614;3.095;182.6561;3.7554;51.7726;0.30045;0.03664;6.1352;16.6528;50.9027;1.8187;0.069616;;30.8855;1.86;0.43968;;1.0772;51.4035;455.6496;;0.32976;6.564;0.15755;26.2734;1048.5166;3.0299;;50.1249;0.52762;0.058624;;3.9495;0.98928;0.1429;1.799;0.75893;1.812;18.6167;86.4616;1.747;315.3608;100.2972;112.5286;31.9015;26.0607;21.0175;375.3006;7.4086;926.8374;5.8252;215.791;6.4731;0.029312;;25.1396;20.01;0.15022;15.9656;5.8443;;1.9349;28.668;;30.0765;9.496;0.53494;1.0245;0.60154;30.8774;0.047632;0.39488;1.1432;;;0.63371;0.54227;283.7971;;25.8425;6.6147;1.7346;0.01832;15.8269;2.479;5.623;;0.12458;0.45319;164.1099;1.3903;16.5611;2.1349;0.6838;65.8105;0.003664;114.3949;12.8463;31.9425;;6.0126;34.2328;;3.3227;1.9309;1.3834;24.0193;34.5282;408.997;27.0007;12.8407;0.30299;;197.7302;2091.6525;0.6009;0.007328;0.05496;0.095264;0.040304;0.03664;0.10259;0.043968;175.3034;3.2799;50.9624;0.098928;0.6925;26.7406;58.4749;14.3972;0.13557;0.2748;257.0996;139.7775;206.0957;4.0056;3.3299;2.0283;0.43602;69.3891;38.8117;26.5346;74.567;9.614;2.1068;37.8168;;0.7053;0.047632;17.2424;9.8002;79.1862;39.1318;;;0.52704;630.6241;36.7669;560.555;4530.3698;5.356;104.5426;0.051296;91.7916;17.6907;;;4.2254;3.358;9.4054
1982;2.0949;7.3024;39.173;;4.6352;;0.29312;103.3518;17.5968;0.62347;233.8886;53.5662;50.2976;2.2585;9.8305;8.5523;0.64486;109.8111;117.1028;0.17221;0.47734;0.39571;0.032976;4.3379;0.47438;16.1367;1.0992;170.7893;0.03664;2.0921;89.8442;0.57525;0.15755;0.33709;6.3159;414.4264;0.03664;;0.1429;0.20518;20.4672;1570.4683;45.6793;0.047632;1.3431;0.051296;2.0706;5.5546;17.4282;34.4206;9.0133;3.1564;180.8599;3.047;53.6838;0.34808;0.040304;6.3035;19.2351;56.4312;1.7521;0.07328;;31.4823;1.4739;0.458;;0.83512;42.9767;438.0556;;0.33709;6.5436;0.16122;26.7673;1015.7269;3.0284;;51.5082;0.51662;0.062288;;3.6068;0.98195;0.1429;1.4033;0.8173;1.7531;19.6228;86.7135;1.5927;325.7799;105.5842;137.515;30.3744;25.5656;23.8547;366.8795;6.2142;897.4097;6.2557;219.7972;4.6338;0.025648;;21.0903;20.3858;0.15755;16.2695;5.7195;;0.59741;30.5651;;30.6587;8.9351;0.48365;1.0133;0.59135;30.6416;0.047632;0.36513;1.3117;;;0.88302;0.50197;304.0101;;26.3294;6.7123;1.5936;0.01832;17.0279;2.5239;5.5795;;0.12458;0.44236;133.4873;1.2618;18.2703;2.1107;0.74588;65.3936;0.003664;116.8921;11.8019;31.0626;;5.7305;37.1896;;3.2785;1.9456;1.3626;23.59;34.8385;420.9704;29.0001;12.3349;0.31855;;195.3292;2131.1358;0.60822;0.003664;0.065952;0.11358;0.040304;0.040304;0.11358;0.047632;157.8914;3.0366;46.7929;0.084272;0.55326;29.6058;57.9094;13.2097;0.12091;0.71814;280.4596;141.9832;208.598;4.4669;3.4989;1.8706;0.43602;62.2574;36.585;24.3644;74.854;9.795;2.1483;37.6356;;0.81661;0.043968;18.4052;9.4929;86.2102;39.8646;;;0.54469;642.4406;36.7528;548.241;4301.9707;4.8538;106.4895;0.051296;93.201;18.3319;;;5.9336;3.5108;8.7799
1983;2.52;7.6248;52.5039;;5.1005;;0.084272;105.1428;17.8517;0.32042;224.785;51.6692;51.0162;2.0144;8.222;8.1883;0.68517;111.3581;101.2027;0.17221;0.43965;0.45067;0.029312;4.2781;0.2438;17.3766;1.0296;165.4269;0.040304;2.704;90.0613;0.59357;0.20518;0.3664;6.5545;408.3096;0.03664;;0.14656;0.20518;20.6644;1655.8105;49.2096;0.047632;1.1425;0.051296;2.0888;4.5177;18.7672;30.697;4.6323;3.1506;181.0857;3.998;50.1673;0.34808;0.040304;7.8656;19.5026;56.9805;1.8854;0.062288;;31.929;1.8348;0.48731;;0.70893;41.4636;423.9971;;0.42136;5.5086;0.16122;27.1473;1011.5972;3.639;;54.7887;0.36274;0.062288;;3.1599;0.95264;0.1429;1.2458;0.88603;1.9824;20.9121;88.9748;1.5414;352.6351;105.1841;149.2134;38.4651;25.728;23.7089;358.4096;6.4451;880.9115;7.2999;222.7578;4.5947;0.021984;;21.5412;20.6757;0.17954;16.5076;6.9422;;0.70652;30.146;;31.1376;8.3762;0.6815;0.65039;0.57167;38.048;0.051296;0.41662;0.99661;;;0.93798;0.59723;277.6665;;26.7033;6.9691;1.716;0.021984;17.7637;1.9545;5.7538;;0.12458;0.49242;137.3575;1.1512;17.9982;1.9967;0.96184;59.7052;0.003664;125.1631;12.7085;32.1199;;7.5259;40.0222;;3.4797;2.0079;1.4083;20.3822;35.2391;421.0238;29.9019;11.2426;0.32526;;200.1164;2161.3377;0.69616;0.003664;0.051296;0.10259;0.032976;0.047632;0.11358;0.05496;160.8347;2.6114;50.383;0.098928;0.68883;34.8104;57.9966;14.2263;0.1429;0.93432;291.9301;151.0378;203.4345;4.8549;3.571;1.3721;0.27114;58.269;40.0221;27.7745;82.4673;9.9345;2.1963;42.1173;;0.62247;0.047632;16.2755;11.2497;89.8124;40.4271;;;0.61354;651.4437;35.2205;545.4858;4335.9166;3.8035;107.948;0.05496;92.9079;19.2553;;;6.2856;3.2608;10.4251
